frage,antwort,quelle_url,kategorie,stand,ist_frage
Wo kann man Vollmachten erteilen bzw. verwalten?,"Diese Funktionen finden Sie unter Meine Vollmachten. Sie können aber auch über die Webseite oder die App dorthin navigieren: Öffnen der Seite „ID Austria verwalten“: Im Web-Browser: Öffnen Sie den Verwaltungsbereich ID Austria verwalten. In der App „ID Austria“: Klicken Sie auf den Menüpunkt „Konto“, danach auf den Link „ID Austria verwalten“. Öffnen der Funktion „Meine Vollmachten“ Schritt 1: Auf der Seite „ID Austria verwalten” angekommen, klicken Sie auf den Bereich „Datenschutz, Daten und Nutzung einsehen, Vollmachten verwalten“. Schritt 2: Am Seitenende, in der Sektion „Ich will meine Vollmachten einsehen/verwalten“, klicken Sie auf den Button „Vollmachten einsehen“.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachten-mit-id-austria-erteilen-und-verwalten,hilfe-zu-ida,2025-12-03,True
Wie funktioniert der Ablauf einer Vollmacht-Erteilung?,"Voraussetzung: Sowohl die Vollmachtgeberin oder der Vollmachtgeber als auch die Vollmachtnehmerin oder der Vollmachtnehmer benötigen eine ID Austria bzw. eID eines anderen EU-Mitgliedstaates. Ablauf: Rufen Sie die Funktion Meine Vollmachten auf und folgen Sie diesen Schritten: Schritt 1: Funktion „Neue Vollmacht erteilen“ aufrufen Seite „Meine Vollmachten“ Schritt 2: Zu bevollmächtigende Person suchen Seite: „Einstieg"" Schritt 3.1: Art der Vollmacht auswählen Seite: „Art der Vollmacht auswählen"" Schritt 3.2: Kontaktdaten der zu bevollmächtigenden Person angeben Seite „Kontaktdaten der zu bevollmächtigenden Person angeben“ Schritt 4: Kontrolle der Richtigkeit der Angaben Seite „Kontrolle der Richtigkeit der Angaben“ Schritt 5: Bestätigung über Anmeldung mit ID Austria Seite „Anmeldung mit ID Austria“ Schritt 6: Erfolgsmeldung Seite „Erfolgsmeldung“ Übersicht der erteilten bilateralen Vollmachten Seite „Übersicht der erteilten bilateralen Vollmachten""",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachten-mit-id-austria-erteilen-und-verwalten,hilfe-zu-ida,2025-12-03,True
Welche Services können mittels der Vollmacht benutzt werden?,"ELGA (Vertretung bei ELGA Services) JustizOnline (Elektronische Akteneinsicht, Elektronische Übermittlung von Eingaben) Sozialversicherung (Vollmacht für die Einlösung von Verschreibungen) Postvollmacht (Empfang von Zustellstücken der elektronischen Zustellung) Agrarmarkt Austria (AMA) Weitere Details zu allen aktuell verfügbaren Services finden Sie in der Anleitung Vollmachten mit ID Austria erteilen und verwalten.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachtenservice,hilfe-zu-ida,2025-09-30,True
Welche Voraussetzungen bestehen für das Erteilen bzw. Erhalten einer Vollmacht?,"Beide Personen – jene, die eine Vollmacht erteilen will, und auch jene, die eine Vollmacht nützen können soll-müssen über eine ID Austria bzw. eID eines anderen EU-Mitgliedstaates verfügen. Zum Erteilen einer Vollmacht brauchen Sie den Namen und das Geburtsdatum der betreffenden Person.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachtenservice,hilfe-zu-ida,2025-09-30,True
Wo kann ich das Vollmachtenservice aufrufen?,Verwenden Sie dafür die Funktion Meine Vollmachten im Bereich „Meine ID Austria“. Dieses Service ist auch im Bereich der Verwaltungsfunktionen ID Austria verwalten auffindbar.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachtenservice,hilfe-zu-ida,2025-09-30,True
Wie kann ich Vollmachten erteilen?,Zum Erteilen von Vollmachten nutzen Sie die Anleitung Vollmachten mit ID Austria erteilen und verwalten.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachtenservice,hilfe-zu-ida,2025-09-30,True
Wie kann ich eine Vollmacht widerrufen?,"Klicken Sie auf die Vollmacht, die Sie widerrufen möchten, und anschließend auf den Button „Vollmacht widerrufen“. Die Vollmacht wird daraufhin mit sofortiger Wirkung widerrufen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachtenservice,hilfe-zu-ida,2025-09-30,True
Wie kann ich eine Vollmacht nutzen?,"Wenn ein Service bzw. ein Service Provider die Vertretung erlaubt, erscheint in der Anmeldemaske die Option „Person vertreten“. Klicken Sie auf „Person vertreten“ und melden Sie sich mit Ihrer eigenen ID Austria bzw. eID eines anderen EU-Mitgliedstaates an. Es werden Ihnen jene Personen angezeigt, für die eine Vertretung möglich ist.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/vollmachtenservice,hilfe-zu-ida,2025-09-30,True
Wie kann ich mich aus der App abmelden?,"Es ist grundsätzlich nicht nötig, sich aus der App abzumelden. Sie dient als zweiter Authentifizierungsfaktor zur Bestätigung von Anmeldungen und Signaturen bei zahlreichen Services, ähnlich wie andere Authentifizierungs- Apps. Jede Bestätigung ist durch eine zusätzliche Abfrage von Fingerabdruck bzw. Gesichtserkennung/Iriserkennung und/oder Gerätepasswort geschützt. Zusätzlich müssen Sie in regelmäßigen Abständen Ihr Signatur-Passwort eingeben, um die App in vollem Umfang nutzen zu können. Möchten Sie sich dennoch abmelden, rufen Sie unter „Konto“ in der Navigationsleiste den Punkt „Einstellungen“ auf und wählen Sie dort „Abmelden“. Bitte beachten Sie, dass zur erneuten Verknüpfung der App aus Sicherheitsgründen ein Zweitgerät erforderlich ist. Wenn Sie keine Mobiltelefonnummer bei Ihrer ID Austria hinterlegt und auch keine weiteren Authentifizierungsfaktoren verknüpft haben ( z.B. FIDO-Sicherheitsschlüssel, Signaturkarte), ist nach der Abmeldung eine neuerliche Registrierung einer ID Austria erforderlich. Hinterlegen Sie daher vor der Abmeldung eine Mobiltelefonnummer unter Mobiltelefonnummer hinterlegen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/abmeldung,hilfe-zur-app-ida,2025-06-17,True
Warum kommt beim Abmelden der Hinweis „Keine Mobiltelefonnummer hinterlegt“?,"Sie sehen diesen Dialog, weil Sie zu Ihrer ID Austria keine Mobiltelefonnummer hinterlegt haben. Falls dieses Gerät Ihr letzter verknüpfter Authentifizierungsfaktor ist, verlieren Sie durch die Abmeldung Zugriff auf Ihre ID Austria. Zur weiteren Nutzung müssen Sie dann eine neue ID Austria bei der Behörde registrieren. Hinterlegen Sie daher vor der Abmeldung eine Mobiltelefonnummer unter Mobiltelefonnummer hinterlegen. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/abmeldung,hilfe-zur-app-ida,2025-06-17,True
Schritt-für-Schritt Anleitung,"Anleitung als Video Transkription des Videos „ID Austria mit der App ‚ID Austria‘ verknüpfen“ Starten Sie den Verknüpfungsprozess in der App „ID Austria“ auf Ihrem Smartphone: Falls Sie die aktuellste Version der App „ID Austria“ noch nicht auf Ihrem Smartphone installiert haben, dann tun Sie dies bitte jetzt. Öffnen Sie die App und klicken Sie auf „App einrichten“. Das Einrichten der App passiert in 2 Schritten. Zuerst wählen Sie aus, wie Sie Ihre App schützen möchten ( Punkt 4 ). Danach verknüpfen Sie Ihre ID Austria mit der App ( Punkt 4 ). Klicken Sie auf „Weiter“. Wählen Sie aus, wie Sie Ihre App schützen wollen. Sie können entweder Fingerabdruck bzw. Gesichts-/Iriserkennung und Gerätepasswort zulassen oder auch nur eines davon. Hinweis: Das Gerätepasswort ist der iPhone-Code bzw. PIN oder Passwort zum Entsperren Ihres Smartphones. Klicken Sie danach auf „Weiter zum Konto Verknüpfen“. Sie können nun Ihre ID Austria – oder Ihre elektronische Identität ( eID ) eines anderen EU-Mitgliedstaates – mit der App verknüpfen. Klicken Sie dazu auf „ID Austria verknüpfen“. Zum Starten der Verknüpfung bestätigen Sie Ihre Identität mittels Fingerabdruck, Gesichts-/Iriserkennung oder Ihrem Gerätepasswort. Bitte halten Sie ein Zweitgerät (z.B. Laptop) bereit: Öffnen Sie auf Ihrem Zweitgerät die Webseite ida.gv.at/app. Melden Sie sich mit Ihrem Benutzernamen (im Falle einer umgestellten Handy-Signatur Ihrer Mobiltelefonnummer) und Ihrem Signatur-Passwort durch Klicken auf „Identifizieren“ an. Sie erhalten in Kürze eine TAN per SMS auf Ihrem Smartphone. Geben Sie diese sechsstellige TAN auf Ihrem Zweitgerät ein und klicken Sie auf „Signieren“. Ab nun geht es wieder in der App „ID Austria“ auf Ihrem Smartphone weiter: In der App klicken Sie auf auf „QR-Code scannen“. Zum Fortsetzen der Verknüpfung bestätigen Sie Ihre Identität mittels Fingerabdruck, Gesichts-/Iriserkennung oder Ihrem Gerätepasswort. Erlauben Sie der App den Zugriff auf die Kamera und scannen Sie den QR-Code, der Ihnen auf dem Zweitgerät auf der Website im Schritt „App verknüpfen“ gezeigt wird. Alternativ können Sie auch einen Einmalcode anzeigen. Geben Sie Ihr Signatur-Passwort ein und klicken auf „Weiter“. Unterschreiben Sie die Signatur-Anfrage, indem Sie auf „Unterschreiben und abschicken“ klicken und Ihre Identität mittels Fingerabdruck, Gesichts-/Iriserkennung oder Ihrem Gerätepasswort bestätigen. Ihre ID Austria ist nun mit der App „ID Austria“ verknüpft. Erlauben Sie abschließend der App, Ihnen Mitteilungen zu senden, um über offene Signaturen oder wichtige Hinweise informiert zu werden. Herzlichen Glückwunsch, Sie haben Ihre ID Austria erfolgreich mit der App „ID Austria“ verknüpft. Ab sofort können Sie Ihre Amtswege rund um die Uhr digital erledigen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/app-verknuepfen,hilfe-zur-app-ida,2026-04-21,False
Weitere Informationen auf id-austria.gv.at,"Hilfe zur Verknüpfung Hilfe rund um das Smartphone: Welche Smartphones, Betriebssysteme und Entsperrmethoden werden unterstützt? Hilfe zum QR-Code: Wo finde ich den? Wie scanne ich ihn? Kann ich mich ohne QR-Code anmelden? Hilfe bei Problemen bei der Anmeldung mit ID Austria Häufige Fragen Letzte Aktualisierung: 17.05.2025 Für den Inhalt verantwortlich: Bundeskanzleramt",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/app-verknuepfen,hilfe-zur-app-ida,2026-04-21,False
Wann hilft mir diese Anleitung?,"Wenn Sie im Web-Browser ein Online Service nutzen und aufgefordert wurden, dieses mit Ihrer Signatur zu bestätigen. Wo finde ich die offenen Signaturen in der App „ID Austria“? Wie aktiviere ich Benachrichtigungen für offene Signaturen?",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/aufrufen-offener-signaturen-in-der-app-id-austria,hilfe-zur-app-ida,2025-06-18,False
Wo finde ich die offenen Signaturen in der App „ID Austria“?,So können Sie die „Offenen Signaturen” finden: Öffnen Sie die App „ID Austria“. Klicken Sie in „Home“ auf „Offene Signaturen abfragen“. Bildschirm-Ablauf für „Offene Signaturen aufrufen“ in der App,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/aufrufen-offener-signaturen-in-der-app-id-austria,hilfe-zur-app-ida,2025-06-18,True
Wie aktiviere ich Benachrichtigungen für offene Signaturen?,"Sie können Push-Benachrichtigungen auf Ihrem Smartphone erhalten, wenn eine offene Signatur bereit steht. Dazu ist es notwendig, eine Berechtigung in den „Einstellungen“ Ihres Smartphones zu erteilen. Was kann ich tun, wenn ich keine Push-Nachrichten bekomme, obwohl sie aktiviert sind? Falls die Push-Benachrichtigungen trotz Berechtigung nicht funktionieren, hilft es die App „ID Austria“ zu deinstallieren, wiederum zu installieren und erneut zu verknüpfen (für die Anmeldung ist ein Zweitgerät notwendig). Anleitungen zum Aktivieren für Push-Benachrichtigungen: Für iOS: Mitteilungen für eine bestimmte App auf dem iPhone ein- oder ausschalten Für Android: Benachrichtigungen unter Android verwalten",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/aufrufen-offener-signaturen-in-der-app-id-austria,hilfe-zur-app-ida,2025-06-18,True
Wie wird die Sicherheit meiner Daten gewährleistet?,"Datenschutz und Datensicherheit werden von der öffentlichen Verwaltung sehr ernst genommen. Zur Erledigung von Anbringen auf elektronischem Weg ist die elektronische Signatur vorgesehen. Auf dem Server Ihres Zertifizierungsanbieters sind Vorname, Familienname, Geburtsdatum und Stammzahl abgelegt. Die Stammzahl ist eine Ableitung aus der ZMR-Zahl (das ist die Zahl des Zentralen Melderegisters, in das Bürgerinnen/Bürger mit ordentlichem Wohnsitz in Österreich eingetragen sind). Von der Stammzahl darf aus datenschutzrechtlichen Gründen nicht mehr auf die ZMR-Zahl geschlossen werden können. Sie ist Ausgangsbasis für die Errechnung weiterer den Datenschutz gewährleistenden Kennzahlen, die nach Verwaltungsbereichen getrennt sind, nämlich den bereichsspezifischen Personenkennzeichen (bPK). Aufgrund dieses Systems der verschiedenen Kennungen ist der Datenschutz für Bürgerinnen und Bürger gewährleistet. Näheres dazu lesen Sie unter Stammzahlenregisterbehörde und bereichspezifische Personenkennzeichen (bPK).",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/datenschutz,hilfe-zur-app-ida,2025-06-13,True
Was bedeuten die Datenschutzeinstellungen Teilnehmerverzeichnis (TNVZ)?,Die Datenschutzeinstellungen TNVZ stehen im Zusammenhang mit der Feststellung der Nutzung der eZustellung. Ihre Zustimmung ermöglicht der App ein verbessertes Kommunikationsverhalten. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/datenschutz,hilfe-zur-app-ida,2025-06-13,True
Warum muss die App „ID Austria“ geschützt werden?,"Um sicherzustellen, dass niemand in Ihrem Namen digitale Amtsservices oder Signaturvorgänge durchführen kann.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/entsperrmethoden-als-schutz-der-app,hilfe-zur-app-ida,2025-07-16,True
Wieso ist für die Sicherheit der App „ID Austria“ die Nutzung von Fingerabdruck bzw. Gesichtserkennung/Iriserkennung oder Gerätepasswort erforderlich?,"Die App dient dazu, digitale Amtswege und Signaturvorgänge durchzuführen. Um sicherzustellen, dass dies niemand in Ihrem Namen tun kann, unterliegt die App strengen Sicherheitsanforderungen und wird zusätzlich zum Signatur-Passwort Ihrer ID Austria auch durch die Fingerabdruck-Funktion bzw. Gesichtserkennung/Iriserkennung und/oder Gerätepasswort geschützt.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/entsperrmethoden-als-schutz-der-app,hilfe-zur-app-ida,2025-07-16,True
Kann ich anstatt des Gerätepassworts ein eigenes Passwort für die App wählen?,"Nein, dies ist nicht möglich. Um den höchsten Sicherheitsstandard zu gewährleisten, nutzen wir das Gerätepasswort des Betriebssystems, da es mit den besten Sicherheitsmaßnahmen abgesichert ist.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/entsperrmethoden-als-schutz-der-app,hilfe-zur-app-ida,2025-07-16,True
Kennt die App mein Gerätepasswort oder meine biometrischen Daten?,"Nein, Ihre Daten liegen als verschlüsselte mathematische Darstellungen in einem gesicherten Bereich Ihres Geräts, auf den weder das Betriebssystem Ihres Geräts noch darauf installierte Programme ( Apps ) Zugriff haben. Wir verwenden nur vom Betriebssystem akzeptierte biometrische Verfahren für kryptographische Operationen. Bei der Verwendung einer Entsperrmethode werden die verschlüsselten Daten verglichen, aber nicht ausgelesen. Die Daten verlassen daher nie den gesicherten Bereich und können auch nicht extern gespeichert werden.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/entsperrmethoden-als-schutz-der-app,hilfe-zur-app-ida,2025-07-16,True
"Wieso sollte ich beide Methoden, Biometrie und Gerätepasswort, einrichten?","Wenn Sie beide Methoden eingerichtet haben, können Sie das Gerätepasswort verwenden, falls die biometrische Authentifizierung aufgrund äußerer Umstände nicht funktioniert (Gesichtsschutz, schmutzige Finger etc. ). Außerdem erfordern Änderungen der Biometrie-Einstellungen ( z.B. Hinzufügen eines weiteren Fingers) keine erneute Verknüpfung der App.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/entsperrmethoden-als-schutz-der-app,hilfe-zur-app-ida,2025-07-16,True
"Wie reagiert die App „ID Austria“, wenn ich Fingerabdruck oder Gesichtserkennung neu konfiguriere (z.B. einen zusätzlichen Finger für die Geräteentsperrung einstelle)?","Die Auswirkung einer Änderung Ihrer hinterlegten biometrischen Merkmale auf die App „ID Austria“ unterscheidet sich je nach Szenario: Szenario 1) Sie haben Biometrie und Gerätepasswort für die App eingerichtet: eine Änderung der biometrischen Einstellungen, also z.B. Hinzufügen eines zusätzlichen Fingers für die Geräteentsperrung, Entfernen des letzten Fingerabdrucks oder aber die komplett neue Einrichtung der biometrischen Erkennung hat keine Auswirkung auf die App und Sie können beide Entsperrmethoden in der App weiterhin nutzen. Szenario 2) Sie haben nur Biometrie für die App eingerichtet: eine Änderung der biometrischen Einstellungen, also z.B. Hinzufügen eines zusätzlichen Fingers für die Geräteentsperrung, Entfernen des letzten Fingerabdrucks oder aber die komplett neue Einrichtung der Biometrischen Erkennung erfordert das erneute Verknüpfen der App. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/entsperrmethoden-als-schutz-der-app,hilfe-zur-app-ida,2025-07-16,True
Wozu brauche ich die App „ID Austria“?,"Die App „ID Austria“ dient als zweiter Authentifizierungsfaktor für Ihre ID Austria. Die ID Austria ist der österreichische elektronische Identitätsnachweis. Damit können Sie sich modern, sicher und digital identifizieren und authentifizieren sowie digitale Amtsservices und Services der Privatwirtschaft jederzeit komfortabel online nutzen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/generelle-informationen-zur-app-id-austria,hilfe-zur-app-ida,2025-11-20,True
Wo kann ich die App „ID Austria“ herunterladen?,Laden Sie die App „ID Austria“ kostenlos im Apple App Store oder Google Play Store herunter. Apple App Store Google Play Store,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/generelle-informationen-zur-app-id-austria,hilfe-zur-app-ida,2025-11-20,True
Entstehen für mich Kosten bei der Nutzung der App „ID Austria“?,Die Nutzung der App „ID Austria“ sowie die Aktivierung der ID Austria sind für Bürgerinnen und Bürger vollkommen kostenlos. Für die Beantragung und Ausstellung von Dokumenten können Gebühren anfallen. Sie werden im konkreten Anlassfall rechtzeitig darüber informiert. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/generelle-informationen-zur-app-id-austria,hilfe-zur-app-ida,2025-11-20,True
Wann hilft mir diese Anleitung?,"Wenn Sie den Anmeldeprozess in der App gestartet haben und aufgefordert werden, einen QR-Code zu scannen. Wo finde ich den QR-Code? Wie scanne ich den QR-Code? Kann ich mich ohne QR-Code anmelden?",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/mit-qr-code-in-der-app-id-austria-verknuepfen,hilfe-zur-app-ida,2025-07-15,False
Wo finde Ich den QR-Code?,Öffnen Sie ida.gv.at/app im Web-Browser auf Ihrem Zweitgerät (z. B. Laptop). Melden Sie sich dort mit Ihrem ID Austria Benutzernamen und Signatur-Passwort an. Sie bekommen dann eine SMS mit einer TAN (Einmal-Passwort) zur Bestätigung. Geben Sie diese TAN auf der Webseite ein. Danach wird Ihr QR-Code angezeigt. Bildschirm-Ablauf für „QR-Code anzeigen“ im Web,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/mit-qr-code-in-der-app-id-austria-verknuepfen,hilfe-zur-app-ida,2025-07-15,True
Wie scanne ich den QR-Code?,"Sie können den QR-Code nicht mit der regulären Kamera-Funktion Ihres Smartphones scannen. Sie müssen dafür während des Anmeldeprozesses in der App die QR-Code-Scanfunktion nutzen. Um zur QR-Code-Scanfunktion zu gelangen, öffnen Sie die App „ID Austria“: Klicken Sie auf „App einrichten”. Klicken Sie auf „ID Austria verknüpfen“. Klicken Sie auf „QR-Code scannen“ und richten Sie die Kamera auf den QR-Code – dieser wird automatisch erkannt. Hinweis: Sie werden eventuell aufgefordert, der App Zugriff auf die Kamera zu geben. Bildschirm-Ablauf für „QR-Code scannen“ in der App",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/mit-qr-code-in-der-app-id-austria-verknuepfen,hilfe-zur-app-ida,2025-07-15,True
Kann ich mich ohne QR-Code in der App anmelden?,"Ja. Sollte das Scannen des QR-Codes nicht funktionieren, können Sie sich alternativ mit einem Einmalcode anmelden. Folgen Sie dafür den, oben angeführten, Schritten aus Wie scanne ich den QR-Code? und machen hier weiter: Schritt 1: Einmalcode beantragen (in der App) Wählen Sie am unteren Bildschirmrand „Mit Einmalcode aktivieren“. Der Einmalcode wird in der App angezeigt. Wichtig: Der Einmalcode ist nur für 5 Minuten gültig. Halten Sie deshalb bitte Ihr Zweitgerät bereit. Schritt 2: Einmalcode eingeben (am Zweitgerät) Wenn der QR-Code am Zweitgerät angezeigt wird, wählen Sie „Ich habe einen Einmalcode“. Geben Sie anschließend den Einmalcode, den Sie in der App sehen, auf Ihrem Zweitgerät ein. Eine ausführliche Anweisung finden Sie in der Schritt-für-Schritt Anleitung Wie kann ich die ID Austria mit der App „ID Austria“ verknüpfen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/mit-qr-code-in-der-app-id-austria-verknuepfen,hilfe-zur-app-ida,2025-07-15,True
Welche digitalen Services kann ich nutzen?,Die App „ID Austria“ vereinfacht die Nutzung von Angeboten der öffentlichen Verwaltung und schafft eine sichere Verbindung zu Dienstleistungen privater Anbieter. Alle digitalen Services finden Sie über die Suche auf oesterreich.gv.at,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/nutzung-der-app-id-austria,hilfe-zur-app-ida,2025-06-17,True
Welche Funktionen erfüllt die App „ID Austria“ mit der ID Austria?,"Die App „ID Austria“ ermöglicht: Anmeldung bei E-Government Services im Web ( z.B. Wohnsitzänderung, Wahlkarte beantragen, Mein Postkorb) Anmeldung bei E-Government Services in Apps ( z.B. FinanzOnline [+], e Ausweise) Unterschreiben von digitalen Dokumenten im Web (mittels qualifizierter Signatur) Anmeldung bei EU-weiten E-Government Services Zur Authentifizierung ist eine aktivierte Fingerabdruck-Funktion bzw. Gesichtserkennung/Iriserkennung und/oder ein Gerätepasswort notwendig.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/nutzung-der-app-id-austria,hilfe-zur-app-ida,2025-06-17,True
Wie unterschreibe ich eine offene Signatur in der App „ID Austria“?,"In der Anleitung Aufrufen offener Signaturen in der App „ID Austria“ finden Sie eine detaillierte Beschreibung, wie Sie offene Signaturen anzeigen und unterschreiben. Voraussetzung ist Verknüpfung der App mit Ihrer ID Austria oder Ihrer elektronischen Identität (eID) eines anderen EU-Mitgliedstaates. Sie können außerdem Push-Benachrichtigungen auf Ihrem Smartphone erhalten, wenn eine offene Signatur bereitsteht. Dazu ist es notwendig, eine Berechtigung in den „Einstellungen“ Ihres Smartphones zu erteilen. Folgen Sie dazu der Anleitung „Wie aktiviere ich Benachrichtigungen für offene Signaturen?“ Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/nutzung-der-app-id-austria,hilfe-zur-app-ida,2025-06-17,True
Die Anmeldung bei einem digitalen Service mithilfe der App „ID Austria“ funktioniert nicht ( iOS ). Was kann ich tun?,"Die nachfolgende Beschreibung trifft nur zu, wenn Sie ein digitales Service (oesterreich.gv.at, usp.gv.at...) auf Ihrem iOS-Gerät verwenden wollen, auf dem auch die App „ID Austria“ installiert ist. Wenn die Anmeldung nach Verwendung der App „ID Austria“ fehlschlägt und Sie in Ihrem Browser Fehlermeldungen erhalten, kann dies an einem automatischen Wechsel des Browsers liegen. Lösungsvorschlag: Öffnen Sie das gewünschte Service in jenem Browser, in dem Sie nun die Fehlermeldung sehen, und führen Sie dort die Anmeldung erneut durch. Hintergrund: Die Anmeldung wird nach Verwendung der App automatisch im Standard-Browser fortgesetzt. Durch einen etwaigen unbeabsichtigten Wechsel des Browsers gehen notwendige Informationen für die Anmeldung mit ID Austria verloren. Starten Sie daher Anmeldungen mit ID Austria bereits im Standard-Browser. Sie können auch jederzeit Ihren Standard-Browser ändern.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/probleme-mit-der-app,hilfe-zur-app-ida,2025-06-19,True
Die installierte App „ID Austria“ öffnet sich nicht bei der Anmeldung am selben Gerät. Was kann ich tun?,Bitte befolgen Sie die Anweisungen in der Anleitung Aus der App „ID Austria“ direkt in Online-Services einsteigen ohne erneute Anmeldung.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/probleme-mit-der-app,hilfe-zur-app-ida,2025-06-19,True
Nach der Übertragung auf ein neues Gerät funktioniert meine App „ID Austria“ nicht mehr. Was kann ich tun?,"Da die App „ID Austria“ immer an ein bestimmtes Gerät gebunden ist (Sicherheitszertifikat), kann sie nach der Übertragung auf ein neues Gerät nicht nahtlos weiterverwendet werden. Bei der erstmaligen Verknüpfung der App mit einem neuen Gerät ist die Eingabe Ihres Signatur-Passworts notwendig. So richten Sie die App „ID Austria“ auf Ihrem neuen Gerät ein: Melden Sie sich bitte auf Ihrem neuen Gerät aus der App „ID Austria“ ab. Starten Sie danach die Verknüpfung Ihrer ID Austria mit der App erneut. Dazu benötigen Sie ein Zweitgerät ( z.B. Laptop). Eine ausführliche Anleitung finden Sie unter ID Austria mit der App „ID Austria“ verknüpfen. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/probleme-mit-der-app,hilfe-zur-app-ida,2025-06-19,True
"Welche Sicherheitsvorkehrungen sind vorhanden, um die App zu schützen?","Vorkehrungen wie der Sicherheitsabgleich, die Überprüfung auf Bootloader sowie auf offenen Root-Zugang stellen sicher, dass Ihre App „ID Austria“ umfangreich geschützt ist.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/sicherheitsvorkehrungen,hilfe-zur-app-ida,2026-08-06,True
Wie kann ich die Vertrauenswürdigkeit der App „ID Austria“ prüfen?,"Die App „ID Austria“ wird über die offiziellen App Stores von Apple und Android angeboten. Hier greifen die Qualitäts- und Sicherheitsprüfungen der Plattformanbieter. Diese gewährleisten, dass App-Anbieter hinsichtlich ihrer Autorisierung geprüft und transparent in den App Stores angezeigt werden. Um Nutzerinnen oder Nutzer zu schützen, wird in den App Stores geprüft, ob Apps mit ähnlichem Titel oder Design angeboten werden.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/sicherheitsvorkehrungen,hilfe-zur-app-ida,2026-08-06,True
Warum werde ich fallweise beim Öffnen der App „ID Austria“ nach meinem Signatur-Passwort gefragt?,"Bei der erstmaligen Verknüpfung der App ist die Eingabe Ihres Signatur-Passworts notwendig. Dabei wird ein Sicherheitszertifikat ausgestellt. Solange das Sicherheitszertifikat gültig ist, ist eine Identifikation per Fingerabdruck bzw. Gesichtserkennung/Iriserkennung und/oder Gerätepasswort ausreichend. Das Zertifikat muss allerdings aus Sicherheitsgründen nach spätestens 6 Monaten automatisch erneuert werden. Dann ist die erneute Eingabe Ihres Signatur-Passworts notwendig. Zudem kann ein Update der App eine Neuausstellung des Zertifikats und damit eine erneute Eingabe Ihres Signatur-Passworts erfordern.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/sicherheitsvorkehrungen,hilfe-zur-app-ida,2026-08-06,True
